pid,Product Name,Brand,Price,Discount,Original Price,Rating,No. of Ratings,No. of Reviews,Category,Subcategory,Availability,Product URL
REMGAXA4GM4XUFZF,NeroEdge Mi Remote XMRM-00A Mi Remote Controller with Netflix & Prime Video Button Voice Search mi xioami redmi Remote Controller  (Black),NeroEdge,299,86,"2,299",3.8,"1,211",134,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/neroedge-mi-remote-xmrm-00a-controller-netflix-prime-video-button-voice-search-xioami-redmi/p/itm0a31ab3ecad6b?pid=REMGAXA4GM4XUFZF&lid=LSTREMGAXA4GM4XUFZFYIZB1E&marketplace=FLIPKART&store=j9e&srno=b_1_4&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.REMGAXA4GM4XUFZF.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
REMFERNGKUVENVWQ,Airtel 100% ORIGINAL Universal (CHECK IMAGES BEFORE PURCHASE) Airtel DTH Remote Controller  (Black),Airtel,165,72,599,4.1,"3,043",215,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/airtel-100-original-universal-check-images-before-purchase-dth-remote-controller/p/itmferztgvceucnh?pid=REMFERNGKUVENVWQ&lid=LSTREMFERNGKUVENVWQK2U1WP&marketplace=FLIPKART&store=j9e&srno=b_1_5&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.REMFERNGKUVENVWQ.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
REMGZYFYGUEYQ6QU,Xpecial 0NE-PLUS Led without Voice Control Remote Compatible with ONEPLUS 4K SMART LED LCD TV Remote Controller  (Black),Xpecial,229,84,"1,499",3.7,228,12,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/xpecial-0ne-plus-led-without-voice-control-remote-compatible-oneplus-4k-smart-lcd-tv-controller/p/itmb08150ad943c3?pid=REMGZYFYGUEYQ6QU&lid=LSTREMGZYFYGUEYQ6QUOTM0AC&marketplace=FLIPKART&store=j9e&srno=b_1_6&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.REMGZYFYGUEYQ6QU.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
REMH3YJMHHUMJ4BY,S-Cat Remote Control Compatible for Tata Sky TATA SKY Remote Controller  (Black),S-Cat,150,49,299,4.1,183,8,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/s-cat-remote-control-compatible-tata-sky-controller/p/itmba438804030b8?pid=REMH3YJMHHUMJ4BY&lid=LSTREMH3YJMHHUMJ4BYWH3V1E&marketplace=FLIPKART&store=j9e&srno=b_1_7&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.REMH3YJMHHUMJ4BY.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
EKTH97ZFSKEPYP6U,"Owqust Electric Kettle & Vacuum Flask Set (500ml,Multicolor) With 3 coffee Mug Electric Kettle  (2 L, Silver, Black)",Owqust,711,71,"2,499",3.9,901,96,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/owqust-electric-kettle-vacuum-flask-set-500ml-multicolor-3-coffee-mug/p/itma68c5e0fb5435?pid=EKTH97ZFSKEPYP6U&lid=LSTEKTH97ZFSKEPYP6UKK3L66&marketplace=FLIPKART&store=j9e&srno=b_1_9&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.EKTH97ZFSKEPYP6U.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
WSLFCN7MZVGJW3ZC,texla 1 gm TO 10 kg electronic kitchen scale(white) Weighing Scale  (White),texla,220,67,667,3.9,"32,166","2,465",Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/texla-1-gm-10-kg-electronic-kitchen-scale-white-weighing-scale/p/itmfcnfygjvgzruq?pid=WSLFCN7MZVGJW3ZC&lid=LSTWSLFCN7MZVGJW3ZCJSXCF2&marketplace=FLIPKART&store=j9e&srno=b_1_10&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.WSLFCN7MZVGJW3ZC.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
REMGDKY5JDVJTKFX,"NeroEdge MI 4A High Quality LCD LED Smart TV Remote Control Compatible for Smart TV mi Netflix Prime Video Hot Keys, MI 4K Smart LED TV Remote XMRM00A Remote Controller  (Black D)",NeroEdge,299,85,"1,999",3.7,"1,679",138,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/neroedge-mi-4a-high-quality-lcd-led-smart-tv-remote-control-compatible-netflix-prime-video-hot-keys-4k-xmrm00a-controller/p/itm2b3ff00eb302d?pid=REMGDKY5JDVJTKFX&lid=LSTREMGDKY5JDVJTKFX6LXARM&marketplace=FLIPKART&store=j9e&srno=b_1_13&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.REMGDKY5JDVJTKFX.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
REMGHSNWXVJ5C9FY,Xpecial RM without Voice Control Function Remote Compatible with REALME 4K SMART LED LCD TV Remote Controller  (Black),Xpecial,172,80,899,3.8,"4,908",277,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/xpecial-rm-without-voice-control-function-remote-compatible-realme-4k-smart-led-lcd-tv-controller/p/itmca15c27e08312?pid=REMGHSNWXVJ5C9FY&lid=LSTREMGHSNWXVJ5C9FYOFOVTS&marketplace=FLIPKART&store=j9e&srno=b_1_15&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.REMGHSNWXVJ5C9FY.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
WSLGYSZQZDZU973D,"SSVL Electronic Digital 1Gram-10 Kg Weight Scale Kitchen Weight Scale Machine Measure for measuring fruits,shop,Food,Vegetable,vajan,kirana kata,kirana weight machine Weighing Scale for grocery,kata,taraju,shop,computer kata,tarazu,jewellery,sabzi,kirana, Weighing scale (White) Weighing Scale (White) Weighing Scale  (White)",SSVL,222,77,999,4,"7,578",526,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/ssvl-electronic-digital-1gram-10-kg-weight-scale-kitchen-machine-measure-measuring-fruits-shop-food-vegetable-vajan-kirana-kata-kirana-weighing-grocery-kata-taraju-shop-computer-kata-tarazu-jewellery-sabzi-kirana-white/p/itmd8afb6e067131?pid=WSLGYSZQZDZU973D&lid=LSTWSLGYSZQZDZU973DOJ9UG7&marketplace=FLIPKART&store=j9e&srno=b_1_16&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.WSLGYSZQZDZU973D.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
REMGDGR5WPZ6HX9N,Mi 4A LCD LED Smart TV Remote Control Compatible for Smart TV MI Remote Controller  (Dark Black),Mi,188,81,999,4,"20,206","1,515",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/mi-4a-lcd-led-smart-tv-remote-control-compatible-controller/p/itm5109b1929f4a8?pid=REMGDGR5WPZ6HX9N&lid=LSTREMGDGR5WPZ6HX9NXZJBEH&marketplace=FLIPKART&store=j9e&srno=b_1_19&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.REMGDGR5WPZ6HX9N.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
REMGUEN3YGVZWAYT,Xpecial SAN-SUI JST32SKHD Remote Compatible with VISE / SANSUI 4K HD ANDROID SMART OLED LCD LED TV Remote Controller  (Black),Xpecial,250,77,"1,099",3.9,120,9,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/xpecial-san-sui-jst32skhd-remote-compatible-vise-sansui-4k-hd-android-smart-oled-lcd-led-tv-controller/p/itm28aafebf934a2?pid=REMGUEN3YGVZWAYT&lid=LSTREMGUEN3YGVZWAYTSFUQR3&marketplace=FLIPKART&store=j9e&srno=b_1_20&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.REMGUEN3YGVZWAYT.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
WSLHFAZGEKDFAKFZ,monet 200 kg MS/IRON Portable Weighing Machine with duel Display Weighing Scale  (Black),monet,"2,761",81,"14,999",3.9,"1,157",122,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/monet-200-kg-ms-iron-portable-weighing-machine-duel-display-scale/p/itma45f7d88ba49d?pid=WSLHFAZGEKDFAKFZ&lid=LSTWSLHFAZGEKDFAKFZ9J5A0L&marketplace=FLIPKART&store=j9e&srno=b_1_23&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.WSLHFAZGEKDFAKFZ.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
REMG8MYHHVBYW3HG,Airtel Airtel DTH Remote Compatible with SD and HD Recording Airtel Remote Controller  (Black),Airtel,172,71,599,4.2,"4,098",234,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/airtel-dth-remote-compatible-sd-hd-recording-controller/p/itm0a068a9569e20?pid=REMG8MYHHVBYW3HG&lid=LSTREMG8MYHHVBYW3HGH6HFGK&marketplace=FLIPKART&store=j9e&srno=b_1_24&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.REMG8MYHHVBYW3HG.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
WSLGH9DHWWEGWQFX,"vyog 10Kg Counter Kitchen Weight Machine with Stainless Steel-Top for Shop, Home Weighing Scale  (White)",vyog,295,70,997,3.8,"1,647",71,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/vyog-10kg-counter-kitchen-weight-machine-stainless-steel-top-shop-home-weighing-scale/p/itm76cb84b20a8cd?pid=WSLGH9DHWWEGWQFX&lid=LSTWSLGH9DHWWEGWQFXULBLVN&marketplace=FLIPKART&store=j9e&srno=b_1_26&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.WSLGH9DHWWEGWQFX.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
REMH5GGYKSRZMBSU,UnifieD HousE Compatible with Tata Sky Remote Original Set Top HD Tatasky Box and Suitable for SD Tata Play Setup Box Remote Controller  (Black),UnifieD,184,81,999,4.5,148,14,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/unified-house-compatible-tata-sky-remote-original-set-top-hd-tatasky-box-suitable-sd-play-setup-controller/p/itmba438804030b8?pid=REMH5GGYKSRZMBSU&lid=LSTREMH5GGYKSRZMBSUQXQKWE&marketplace=FLIPKART&store=j9e&srno=b_1_29&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.REMH5GGYKSRZMBSU.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
REMG99F2CUZ7MEQG,Hybite Remote Compatible with Samsung LCD/LED Smart 4K Ultra HD TV Remote Control - Old Remote Functions Must be Exactly Same No Voice Command samsung 4K Ultra HD LED Remote Controller  (Black),Hybite,234,76,999,3.6,"1,823",159,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/hybite-remote-compatible-samsung-lcd-led-smart-4k-ultra-hd-tv-control-old-functions-must-exactly-same-no-voice-command-led-controller/p/itm9e54bc2e14712?pid=REMG99F2CUZ7MEQG&lid=LSTREMG99F2CUZ7MEQG2KEACS&marketplace=FLIPKART&store=j9e&srno=b_1_30&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.REMG99F2CUZ7MEQG.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
EKTGDJSYWGR7GGMS,"Pigeon Kettle+Water Bottle Electric Kettle with Bottle  (1.5 L, Silver)",Pigeon,599,61,"1,545",4.1,"7,19,343","67,560",Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/pigeon-kettle-water-bottle-electric-kettle/p/itm32c6ca69157d7?pid=EKTGDJSYWGR7GGMS&lid=LSTEKTGDJSYWGR7GGMS6F1GVR&marketplace=FLIPKART&store=j9e&srno=b_1_33&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.EKTGDJSYWGR7GGMS.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
REMF9QXZGWMC8J6H,Tata Sky 100% Original Universal (Works With All Tv) NOT A RECORDING REMOTE Setop Box Remote Controller  (Black),Tata,165,71,580,4.1,"44,045","4,502",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/tata-sky-100-original-universal-works-all-tv-not-recording-remote-setop-box-controller/p/itmf9vyhvcwqyfpt?pid=REMF9QXZGWMC8J6H&lid=LSTREMF9QXZGWMC8J6HKH3JEZ&marketplace=FLIPKART&store=j9e&srno=b_1_34&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.REMF9QXZGWMC8J6H.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
MJJHAGRS6MHZZ5NS,The Quasar Store Combo Mixer Chutney Jar (180ml 400ml) Fit on 2 Lock & 4 Teeth Coupler Mixer Juicer Jar  (400 ml),The,317,68,999,3.9,555,42,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/quasar-store-combo-mixer-chutney-jar-180ml-400ml-fit-2-lock-4-teeth-coupler-juicer/p/itm2dd4f5e20ee25?pid=MJJHAGRS6MHZZ5NS&lid=LSTMJJHAGRS6MHZZ5NSV6MRCW&marketplace=FLIPKART&store=j9e&srno=b_1_36&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.MJJHAGRS6MHZZ5NS.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
REMFYH3NKWMSYUZE,SONY led / lcd remote Dish Tv HD Plus Remote Controller  (Black),SONY,196,60,499,3.9,898,67,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/sony-led-lcd-remote-dish-tv-hd-plus-controller/p/itm3b983eb5e70f3?pid=REMFYH3NKWMSYUZE&lid=LSTREMFYH3NKWMSYUZEBKDFWS&marketplace=FLIPKART&store=j9e&srno=b_1_39&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.REMFYH3NKWMSYUZE.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
ICTGNQJEPEHBSBSP,"KAPLI 2000 W Radiant Cooktop Touch Panel  (Black, Infrared Induction 2000 Watt (All Utensil use-able))",KAPLI,"1,989",60,"4,999",4,"10,296",942,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/kapli-2000-w-radiant-cooktop-touch-panel/p/itm4b22fb2f0bb15?pid=ICTGNQJEPEHBSBSP&lid=LSTICTGNQJEPEHBSBSPKORIVI&marketplace=FLIPKART&store=j9e&srno=b_1_40&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=e7ca7e5c-0ecf-4535-981e-020620c47cd0.ICTGNQJEPEHBSBSP.SEARCH&ppt=None&ppn=None&ssid=mhjnvn64y80000001755100140781
MJJH89GAPMQYMCCP,unleash Stainless Steel Mixer Grinder Jar Set Blending 1.2L Grinding 0.8L Chutney 0.4L Mixer Juicer Jar  (1200 ml),unleash,591,70,"1,999",3.8,"1,705",157,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/unleash-stainless-steel-mixer-grinder-jar-set-blending-1-2l-grinding-0-8l-chutney-0-4l-juicer/p/itm4b3d03342054e?pid=MJJH89GAPMQYMCCP&lid=LSTMJJH89GAPMQYMCCPATFWZC&marketplace=FLIPKART&store=j9e&srno=b_2_43&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=9229e130-3ebe-44fa-9d42-6c8a75e2106b.MJJH89GAPMQYMCCP.SEARCH&ppt=browse&ppn=browse&ssid=z7d2cwuu6o0000001755100150579
FANGQBSFFHNCUUAT,Herrricane CS-2023-SB-24 with 24 Months Warranty Ultra High Speed 600 mm Ceiling Fan  (Smoke Brown | Pack of 1),Herrricane,951,65,"2,749",4,"1,934",122,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/herrricane-cs-2023-sb-24-24-months-warranty-ultra-high-speed-600-mm-ceiling-fan/p/itm81d596484ebe2?pid=FANGQBSFFHNCUUAT&lid=LSTFANGQBSFFHNCUUATOCFI7Y&marketplace=FLIPKART&store=j9e&srno=b_2_44&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=9229e130-3ebe-44fa-9d42-6c8a75e2106b.FANGQBSFFHNCUUAT.SEARCH&ppt=browse&ppn=browse&ssid=z7d2cwuu6o0000001755100150579
WSLG6HMZ2PBEAT5A,"AJ HUB Electronic Digital 1Gram-10 Kg Weight Scale Lcd Kitchen Weight Scale Machine Measure for measuring fruits,shop,Food,Vegetable,vajan,offer,kata,weight machine Weighing Scale for grocery,kata,taraju,shop,computer kata,tarazu,jewellery,sabzi, Weighing scale (White) (adaptor included) Weighing Scale  (White)",AJ,300,69,999,3.8,"1,162",68,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/aj-hub-electronic-digital-1gram-10-kg-weight-scale-lcd-kitchen-machine-measure-measuring-fruits-shop-food-vegetable-vajan-offer-kata-weight-weighing-grocery-kata-taraju-shop-computer-kata-tarazu-jewellery-sabzi-white-adaptor-included/p/itmb45b260b73b3e?pid=WSLG6HMZ2PBEAT5A&lid=LSTWSLG6HMZ2PBEAT5AZEMUE1&marketplace=FLIPKART&store=j9e&srno=b_2_46&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=9229e130-3ebe-44fa-9d42-6c8a75e2106b.WSLG6HMZ2PBEAT5A.SEARCH&ppt=browse&ppn=browse&ssid=z7d2cwuu6o0000001755100150579
IRNFEQXPVKGMG7FG,HAVELLS glydo 1000 W Dry Iron  (Charcoal Blue),HAVELLS,649,45,"1,190",4.3,"94,308","6,903",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/havells-glydo-1000-w-dry-iron/p/itm9a0338bd1571c?pid=IRNFEQXPVKGMG7FG&lid=LSTIRNFEQXPVKGMG7FGSQUT3S&marketplace=FLIPKART&store=j9e&srno=b_2_49&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=9229e130-3ebe-44fa-9d42-6c8a75e2106b.IRNFEQXPVKGMG7FG.SEARCH&ppt=browse&ppn=browse&ssid=z7d2cwuu6o0000001755100150579
REMGRY6HGBZXW9SB,SHIELDGUARD Remote Control No. 538 Compatible for Home Theater System Boat Remote Controller  (Black),SHIELDGUARD,231,71,799,4.2,457,34,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/shieldguard-remote-control-no-538-compatible-home-theater-system-boat-controller/p/itmb0a91d73c288d?pid=REMGRY6HGBZXW9SB&lid=LSTREMGRY6HGBZXW9SBE6OXTW&marketplace=FLIPKART&store=j9e&srno=b_2_50&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=9229e130-3ebe-44fa-9d42-6c8a75e2106b.REMGRY6HGBZXW9SB.SEARCH&ppt=browse&ppn=browse&ssid=z7d2cwuu6o0000001755100150579
REMG4P8Z4TMYUEVR,"SHIELDGUARD Smart LED/LCD TV Remote Control, Compatible for LED/LCD TV (Without Voice Function) VU Remote Controller  (Black)",SHIELDGUARD,212,78,999,3.9,"1,759",182,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/shieldguard-smart-led-lcd-tv-remote-control-compatible-without-voice-function-vu-controller/p/itm3ba5a4ce87455?pid=REMG4P8Z4TMYUEVR&lid=LSTREMG4P8Z4TMYUEVRJKSBUG&marketplace=FLIPKART&store=j9e&srno=b_2_53&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=9229e130-3ebe-44fa-9d42-6c8a75e2106b.REMG4P8Z4TMYUEVR.SEARCH&ppt=browse&ppn=browse&ssid=z7d2cwuu6o0000001755100150579
REMGYK77HNRQHTYF,Hybite Air Conditioner Remote Compatible with Sam-sung Window/Split AC (Match Exisiting Remote Key by Key for Better Performance)Samsung AC Remote Controller  (White),Hybite,300,69,999,4.1,252,17,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/hybite-air-conditioner-remote-compatible-sam-sung-window-split-ac-match-exisiting-key-better-performance-samsung-controller/p/itm5bb81a4a28426?pid=REMGYK77HNRQHTYF&lid=LSTREMGYK77HNRQHTYFADUJ01&marketplace=FLIPKART&store=j9e&srno=b_2_54&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=9229e130-3ebe-44fa-9d42-6c8a75e2106b.REMGYK77HNRQHTYF.SEARCH&ppt=browse&ppn=browse&ssid=z7d2cwuu6o0000001755100150579
REMGBUWGNV32FEVB,Hybite Samsung Remote Compatible for all SAmsung Led / Lcd tv (Please MAtch Your Old Remote)Samsung LED AA59-00607A Remote Controller  (Black),Hybite,212,57,499,3.9,"3,608",220,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/hybite-samsung-remote-compatible-all-led-lcd-tv-please-match-your-old-remote-samsung-aa59-00607a-controller/p/itm110494ff31e63?pid=REMGBUWGNV32FEVB&lid=LSTREMGBUWGNV32FEVBOTPPEP&marketplace=FLIPKART&store=j9e&srno=b_2_56&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=9229e130-3ebe-44fa-9d42-6c8a75e2106b.REMGBUWGNV32FEVB.SEARCH&ppt=browse&ppn=browse&ssid=z7d2cwuu6o0000001755100150579
EKTFP5XD7NKDMXHB,"Pigeon Favourite Electric Kettle  (1.2 L, Silver, Black)",Pigeon,849,46,"1,595",4,"80,177","6,255",Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/pigeon-favourite-electric-kettle/p/itmadf2fd1f90ed4?pid=EKTFP5XD7NKDMXHB&lid=LSTEKTFP5XD7NKDMXHB7DB3EM&marketplace=FLIPKART&store=j9e&srno=b_2_59&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=9229e130-3ebe-44fa-9d42-6c8a75e2106b.EKTFP5XD7NKDMXHB.SEARCH&ppt=browse&ppn=browse&ssid=z7d2cwuu6o0000001755100150579
OTNH6XGBW9EYFWRJ,"Pigeon 14-Litre Oven Toaster Grill (OTG)  (19004365, Black)",Pigeon,"1,799",69,"5,995",3.8,"31,654","2,942",Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/pigeon-14-litre-oven-toaster-grill-otg/p/itm16c116be322ef?pid=OTNH6XGBW9EYFWRJ&lid=LSTOTNH6XGBW9EYFWRJB55FGL&marketplace=FLIPKART&store=j9e&srno=b_2_60&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=9229e130-3ebe-44fa-9d42-6c8a75e2106b.OTNH6XGBW9EYFWRJ.SEARCH&ppt=browse&ppn=browse&ssid=z7d2cwuu6o0000001755100150579
REMH59W296R8MNRV,Hybite Remote Control Compatible for AKB76040308 L-G Smart LED UHD TV Lg Remote Controller  (Black),Hybite,300,69,999,4,186,11,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/hybite-remote-control-compatible-akb76040308-l-g-smart-led-uhd-tv-lg-controller/p/itm9b4d1828f9cf3?pid=REMH59W296R8MNRV&lid=LSTREMH59W296R8MNRVJOZXMR&marketplace=FLIPKART&store=j9e&srno=b_2_63&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=9229e130-3ebe-44fa-9d42-6c8a75e2106b.REMH59W296R8MNRV.SEARCH&ppt=browse&ppn=browse&ssid=z7d2cwuu6o0000001755100150579
MJJG592KZRTW3H8X,The Quasar Store Mixer Grinder Chutney Jar 500ml Fit on 2 Lock & 4 Teeth Coupler Mixer Juicer Jar  (500 ml),The,267,61,699,3.9,"3,859",304,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/quasar-store-mixer-grinder-chutney-jar-500ml-fit-2-lock-4-teeth-coupler-juicer/p/itmd6430f77b25c8?pid=MJJG592KZRTW3H8X&lid=LSTMJJG592KZRTW3H8X5OTUG4&marketplace=FLIPKART&store=j9e&srno=b_2_64&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=9229e130-3ebe-44fa-9d42-6c8a75e2106b.MJJG592KZRTW3H8X.SEARCH&ppt=browse&ppn=browse&ssid=z7d2cwuu6o0000001755100150579
REMGQR2HECRQYFHZ,Hybite Remote Control Compatible for K odak 4K UHD Smart LED TV(Without Voice function) (Please Match the Image with Your Existing Remote)Kodak/Thomson Led Remote Controller  (Black),Hybite,200,74,799,3.8,303,21,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/hybite-remote-control-compatible-k-odak-4k-uhd-smart-led-tv-without-voice-function-please-match-image-your-existing-remote-kodak-thomson-controller/p/itm4191f4e2e8b03?pid=REMGQR2HECRQYFHZ&lid=LSTREMGQR2HECRQYFHZDVRHF6&marketplace=FLIPKART&store=j9e&srno=b_2_66&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=9229e130-3ebe-44fa-9d42-6c8a75e2106b.REMGQR2HECRQYFHZ.SEARCH&ppt=browse&ppn=browse&ssid=z7d2cwuu6o0000001755100150579
ICTDZZM3SKDMH5CK,"Pigeon 1800 W Induction Cooktop Push Button  (Black, Favourite)",Pigeon,"1,299",59,"3,195",4,"6,13,170","72,180",Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/pigeon-1800-w-induction-cooktop-push-button/p/itm3893130ae5422?pid=ICTDZZM3SKDMH5CK&lid=LSTICTDZZM3SKDMH5CKG5CZSW&marketplace=FLIPKART&store=j9e&spotlightTagId=default_BestsellerId_j9e&srno=b_2_69&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=9229e130-3ebe-44fa-9d42-6c8a75e2106b.ICTDZZM3SKDMH5CK.SEARCH&ppt=browse&ppn=browse&ssid=z7d2cwuu6o0000001755100150579
MIXGRH82YRZPZBZH,"Sansui Plus 500 W Juicer Mixer Grinder  (Allure Plus | 3 Jars | Black, Blue)",Sansui,"1,149",68,"3,599",4.1,"42,939","2,854",Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/sansui-plus-500-w-juicer-mixer-grinder/p/itm829997849ca1e?pid=MIXGRH82YRZPZBZH&lid=LSTMIXGRH82YRZPZBZHDJ4X1S&marketplace=FLIPKART&store=j9e&srno=b_2_70&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=9229e130-3ebe-44fa-9d42-6c8a75e2106b.MIXGRH82YRZPZBZH.SEARCH&ppt=browse&ppn=browse&ssid=z7d2cwuu6o0000001755100150579
