pid,Product Name,Brand,Price,Discount,Original Price,Rating,No. of Ratings,No. of Reviews,Category,Subcategory,Availability,Product URL
SWMGE79FTNPA9RQ3,ORIENT Chefspecial Grill  (Black),ORIENT,849,49,"1,690",4.3,"3,616",261,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/orient-chefspecial-grill/p/itma772d094c9fa9?pid=SWMGE79FTNPA9RQ3&lid=LSTSWMGE79FTNPA9RQ34Q9SBX&marketplace=FLIPKART&store=j9e&srno=b_4_160&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=a0a08cce-4d61-4595-a2a4-2cb1fbdd155d.SWMGE79FTNPA9RQ3.SEARCH&ppt=browse&ppn=browse&ssid=j3f891jq9c0000001755100165826
ACNH7SAPGZZCDTDN,"Samsung 2025 Model Bespoke AI, 5 Step Convertible 1.5 Ton 3 Star Split Inverter with Powerful cooling & Energy saving, 120% expandable AC with Wi-fi Connect - White  (AR50F18D1LHXNA/AR50F18D1LHNNA, Copper Condenser)",Samsung,"35,490",37,"56,990",4.1,"33,682","3,166",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/samsung-2025-model-bespoke-ai-5-step-convertible-1-5-ton-3-star-split-inverter-powerful-cooling-energy-saving-120-expandable-ac-wi-fi-connect-white/p/itm122ef1713d165?pid=ACNH7SAPGZZCDTDN&lid=LSTACNH7SAPGZZCDTDNZIXUB4&marketplace=FLIPKART&store=j9e&srno=b_5_163&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.ACNH7SAPGZZCDTDN.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
FANGTBF8Z2DBZZHR,Orient Electric Ujala Prime BLDC with Remote BEE Star Rated with 3 Year Warranty BLDC Motor with Remote 1200 mm Ceiling Fan  (5 Star | White | Pack of 1),Orient,"2,599",43,"4,600",4.2,"22,885","2,217",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/orient-electric-ujala-prime-bldc-remote-bee-star-rated-3-year-warranty-motor-1200-mm-ceiling-fan/p/itm37495ed467e66?pid=FANGTBF8Z2DBZZHR&lid=LSTFANGTBF8Z2DBZZHRCUBUMB&marketplace=FLIPKART&store=j9e&srno=b_5_164&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.FANGTBF8Z2DBZZHR.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
OTNGHMXQXZFEAJDV,"Pigeon 40-Litre Oven Toaster Grill (OTG)  (Electronic Oven with Rotisserie, Black)",Pigeon,"4,999",66,"14,995",4.2,242,22,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/pigeon-40-litre-oven-toaster-grill-otg/p/itm108a1bfdcf00e?pid=OTNGHMXQXZFEAJDV&lid=LSTOTNGHMXQXZFEAJDVTD39PQ&marketplace=FLIPKART&store=j9e&srno=b_5_166&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.OTNGHMXQXZFEAJDV.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
RFRGPTYNHVCBZQXP,"Samsung 236 L Frost Free Double Door 3 Star Convertible Refrigerator with Digital Inverter and Display  (Black DOI, RT28C3733B1/HL)",Samsung,"26,490",36,"41,990",4.4,"26,887","1,897",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/samsung-236-l-frost-free-double-door-3-star-convertible-refrigerator-digital-inverter-display/p/itm31fe9fa54c652?pid=RFRGPTYNHVCBZQXP&lid=LSTRFRGPTYNHVCBZQXPLCK2CW&marketplace=FLIPKART&store=j9e&srno=b_5_169&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.RFRGPTYNHVCBZQXP.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
IRNGYYSFMBAQXFFG,"HAVELLS by HLLS BLAZE DRY IRON 2KG HEAVY 1250 W Dry Iron  (Black, Multicolor)",HAVELLS,"1,199",42,"2,095",4.3,"94,308","6,903",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/havells-hlls-blaze-dry-iron-2kg-heavy-1250-w/p/itmd0c53ce85e891?pid=IRNGYYSFMBAQXFFG&lid=LSTIRNGYYSFMBAQXFFGD0NCOZ&marketplace=FLIPKART&store=j9e&srno=b_5_170&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.IRNGYYSFMBAQXFFG.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
MIXGFZFKDE2FJHZV,NutriPro Blender 500 W Juicer Mixer Grinder  (Nutri | 2 Jars | Silver),NutriPro,"1,599",68,"5,000",4.3,"48,252","6,084",Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/nutripro-blender-500-w-juicer-mixer-grinder/p/itmb195d2c0ac30f?pid=MIXGFZFKDE2FJHZV&lid=LSTMIXGFZFKDE2FJHZVLVPKZH&marketplace=FLIPKART&store=j9e&srno=b_5_174&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.MIXGFZFKDE2FJHZV.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
ACNH89DZFTRPZDSG,"IFB 2025 Model Silver Plus Series 1.5 Ton 5 Star Split Inverter with HD Compressor, AI, Dual Gold Fin, Nano Tek Coating & 8-in-1 Flexi Mode AC - White  (CI185SL22RGN1, Copper Condenser)",IFB,"39,990",44,"71,990",4.1,"10,297",928,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/ifb-2025-model-silver-plus-series-1-5-ton-5-star-split-inverter-hd-compressor-ai-dual-gold-fin-nano-tek-coating-8-in-1-flexi-mode-ac-white/p/itm2622e1fc80d88?pid=ACNH89DZFTRPZDSG&lid=LSTACNH89DZFTRPZDSGPUOSVQ&marketplace=FLIPKART&store=j9e&srno=b_5_176&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.ACNH89DZFTRPZDSG.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
REMFERNGKUVENVWQ,Airtel 100% ORIGINAL Universal (CHECK IMAGES BEFORE PURCHASE) Airtel DTH Remote Controller  (Black),Airtel,165,72,599,4.1,"3,043",215,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/airtel-100-original-universal-check-images-before-purchase-dth-remote-controller/p/itmferztgvceucnh?pid=REMFERNGKUVENVWQ&lid=LSTREMFERNGKUVENVWQK2U1WP&marketplace=FLIPKART&store=j9e&srno=b_5_179&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.REMFERNGKUVENVWQ.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
IRNGEYDTGHPPDDVM,"Orient Electric FabriSmooth DIFS10WGP 1000 W Dry Iron  (White, Golden)",Orient,499,46,940,4.1,"9,170",727,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/orient-electric-fabrismooth-difs10wgp-1000-w-dry-iron/p/itm57c2ec72e32f6?pid=IRNGEYDTGHPPDDVM&lid=LSTIRNGEYDTGHPPDDVMIO5IED&marketplace=FLIPKART&store=j9e&srno=b_5_180&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.IRNGEYDTGHPPDDVM.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
WSLGZDCTBPEKZH6P,monet SS POLE 30KG Weighing Scale  (STEEL GREY),monet,"1,936",84,"12,599",4,"1,107",104,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/monet-ss-pole-30kg-weighing-scale/p/itmd1b75d9c95aca?pid=WSLGZDCTBPEKZH6P&lid=LSTWSLGZDCTBPEKZH6PNZJLYI&marketplace=FLIPKART&store=j9e&srno=b_5_183&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.WSLGZDCTBPEKZH6P.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
MIXH3GB2ANHQSXGE,"Blue eagle k 500 W Juicer Mixer Grinder  (500 Watt Powerful Mix | 3 Jars | White, Blue)",Blue,"1,149",61,"2,999",3.9,"3,985",286,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/blue-eagle-k-500-w-juicer-mixer-grinder/p/itm99bf2126dcf06?pid=MIXH3GB2ANHQSXGE&lid=LSTMIXH3GB2ANHQSXGELQJBKU&marketplace=FLIPKART&store=j9e&srno=b_5_184&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.MIXH3GB2ANHQSXGE.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
CHYFZHKAGN793WTA,Kutchina VIRGOSE DLX 75 Auto Clean Wall Mounted Black 1400 CMH Chimney,Kutchina,"11,999",51,"24,990",4.3,"3,109",219,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/kutchina-virgose-dlx-75-auto-clean-wall-mounted-black-1400-cmh-chimney/p/itm644f9e0b4361e?pid=CHYFZHKAGN793WTA&lid=LSTCHYFZHKAGN793WTA8XCALN&marketplace=FLIPKART&store=j9e&srno=b_5_186&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.CHYFZHKAGN793WTA.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
MIXGT4ZTBU5GGPQG,"Prestige Classic 500 W Juicer Mixer Grinder  (Atlas Classic | 3 Jars | with Flow Breaker Design | White, Grey)",Prestige,"1,899",51,"3,950",4.2,"6,555",329,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/prestige-classic-500-w-juicer-mixer-grinder/p/itm98afa1d7a4810?pid=MIXGT4ZTBU5GGPQG&lid=LSTMIXGT4ZTBU5GGPQGXBZYYG&marketplace=FLIPKART&store=j9e&srno=b_5_189&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.MIXGT4ZTBU5GGPQG.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
ECKFKGEEFZPHPTJR,"Prestige Atlas Delight Electric Rice Cooker  (1.5 L, Blue)",Prestige,"1,599",38,"2,595",4,"22,497","2,213",Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/prestige-atlas-delight-electric-rice-cooker/p/itmb34b233f2f39f?pid=ECKFKGEEFZPHPTJR&lid=LSTECKFKGEEFZPHPTJRAFCWSH&marketplace=FLIPKART&store=j9e&srno=b_5_190&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.ECKFKGEEFZPHPTJR.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
AFRH3WZTZUFPGJYJ,"KENT Digital Air Fryer8L|Grill,Roast|Upto80%Less Oil Usage|Touch Control Panel Air Fryer  (8 L)",KENT,"5,999",53,"13,000",4.2,"2,195",175,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/kent-digital-air-fryer8l-grill-roast-upto80-less-oil-usage-touch-control-panel-fryer/p/itmacb65d8535cfa?pid=AFRH3WZTZUFPGJYJ&lid=LSTAFRH3WZTZUFPGJYJQ8J96Z&marketplace=FLIPKART&store=j9e&srno=b_5_193&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.AFRH3WZTZUFPGJYJ.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
EGGFCVYFYWZYGVQV,"NOVA Pink Electric Egg Boiler NEC1530 Egg Cooker  (Pink, 7 Eggs)",NOVA,398,55,899,4.2,"22,870","2,118",Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/nova-pink-electric-egg-boiler-nec1530-cooker/p/itmfcxfhzhfsqcuz?pid=EGGFCVYFYWZYGVQV&lid=LSTEGGFCVYFYWZYGVQVEUBB3C&marketplace=FLIPKART&store=j9e&srno=b_5_194&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.EGGFCVYFYWZYGVQV.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
MIXHFPNHHZRPSNG6,Crompton DS 750W BLK 4Jar 750 W Mixer Grinder  (ACGM-DS750W4J BLK | 4 Jars | Black and Grey),Crompton,"2,799",56,"6,400",4.2,"3,079",169,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/crompton-ds-750w-blk-4jar-750-w-mixer-grinder/p/itmbb73768071f69?pid=MIXHFPNHHZRPSNG6&lid=LSTMIXHFPNHHZRPSNG6GKWKVG&marketplace=FLIPKART&store=j9e&srno=b_5_196&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.MIXHFPNHHZRPSNG6.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
WAPFVW6E4ZVTFG6D,"LIVPURE LIV-PEP-PRO-STAR. 7 L RO + UV + UF + Minerals Water Purifier Suitable for all - Borewell, Tanker, Municipality Water  (Blue)",LIVPURE,"6,999",57,"16,490",4.2,"26,268","2,494",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/livpure-liv-pep-pro-star-7-l-ro-uv-uf-minerals-water-purifier-suitable-all-borewell-tanker-municipality/p/itm5381d87ee314e?pid=WAPFVW6E4ZVTFG6D&lid=LSTWAPFVW6E4ZVTFG6DM0A7XA&marketplace=FLIPKART&store=j9e&srno=b_5_199&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.WAPFVW6E4ZVTFG6D.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
RFRGW5UP8XX8H3VF,"Samsung 189 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer with Digital Inverter  (Paradise Bloom Purple, RR21D2H259R/HL)",Samsung,"17,990",18,"21,999",4.5,"20,100","1,328",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/samsung-189-l-direct-cool-single-door-5-star-refrigerator-base-drawer-digital-inverter/p/itm8a2ba13a934c0?pid=RFRGW5UP8XX8H3VF&lid=LSTRFRGW5UP8XX8H3VFZKCIXG&marketplace=FLIPKART&store=j9e&srno=b_5_200&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=db44e1ca-014e-4a4e-ae47-77ba2fdf8549.RFRGW5UP8XX8H3VF.SEARCH&ppt=browse&ppn=browse&ssid=lo2rvwvdfk0000001755100174227
WGYFV2DAPGQ8WXQJ,Crompton ASWH-3025 (ARNO NEO 5S) 25 L Storage Water Geyser | 5 Star BEE Energy Rating | National Energy Conservation Award Winner 2023  (White),Crompton,"6,399",36,"10,000",4.1,"30,421","1,876",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/crompton-aswh-3025-arno-neo-5s-25-l-storage-water-geyser-5-star-bee-energy-rating-national-conservation-award-winner-2023/p/itmf16d60d8adeaf?pid=WGYFV2DAPGQ8WXQJ&lid=LSTWGYFV2DAPGQ8WXQJVLKE9B&marketplace=FLIPKART&store=j9e&srno=b_6_204&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=3c5c7bc4-be03-4785-87f8-f444f0b02d7a.WGYFV2DAPGQ8WXQJ.SEARCH&ppt=browse&ppn=browse&ssid=4brq3fnh3k0000001755100184071
WGYF9VYEAGTDKNWD,Longway Superb 25 L Storage Water Geyser 5 Star BEE Energy Rating | SS Tank with Anti-Rust Coating | Multi Safety  (Ivory),Longway,"4,149",52,"8,669",4.3,"12,029","4,182",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/longway-superb-25-l-storage-water-geyser-5-star-bee-energy-rating-ss-tank-anti-rust-coating-multi-safety/p/itmc01c41ceb1129?pid=WGYF9VYEAGTDKNWD&lid=LSTWGYF9VYEAGTDKNWDHRTMSV&marketplace=FLIPKART&store=j9e&srno=b_6_206&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=3c5c7bc4-be03-4785-87f8-f444f0b02d7a.WGYF9VYEAGTDKNWD.SEARCH&ppt=browse&ppn=browse&ssid=4brq3fnh3k0000001755100184071
FANGTRY6XJUWHEAV,BAJAJ Crest Deco Turbo 1200mm Choko Brown Ceiling Fan with 24 Months Warranty Energy Saving 1200 mm Ceiling Fan  (1 Star | Brown | Pack of 1),BAJAJ,"1,483",57,"3,450",4,"2,631",169,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/bajaj-crest-deco-turbo-1200mm-choko-brown-ceiling-fan-24-months-warranty-energy-saving-1200-mm/p/itme791092d40a3f?pid=FANGTRY6XJUWHEAV&lid=LSTFANGTRY6XJUWHEAV1LTPVC&marketplace=FLIPKART&store=j9e&srno=b_6_209&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=3c5c7bc4-be03-4785-87f8-f444f0b02d7a.FANGTRY6XJUWHEAV.SEARCH&ppt=browse&ppn=browse&ssid=4brq3fnh3k0000001755100184071
REMF9QXZGWMC8J6H,Tata Sky 100% Original Universal (Works With All Tv) NOT A RECORDING REMOTE Setop Box Remote Controller  (Black),Tata,165,71,580,4.1,"44,045","4,502",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/tata-sky-100-original-universal-works-all-tv-not-recording-remote-setop-box-controller/p/itmf9vyhvcwqyfpt?pid=REMF9QXZGWMC8J6H&lid=LSTREMF9QXZGWMC8J6HKH3JEZ&marketplace=FLIPKART&store=j9e&srno=b_6_210&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=3c5c7bc4-be03-4785-87f8-f444f0b02d7a.REMF9QXZGWMC8J6H.SEARCH&ppt=browse&ppn=browse&ssid=4brq3fnh3k0000001755100184071
MIXG9YJ6WNESFHMG,"BAJAJ GX-75 750 W Mixer Grinder  (GX-75 | 4 Jars | White, Red)",BAJAJ,"3,099",48,"5,990",4.2,"4,20,940","42,760",Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/bajaj-gx-75-750-w-mixer-grinder/p/itm6fe9cf1c705ea?pid=MIXG9YJ6WNESFHMG&lid=LSTMIXG9YJ6WNESFHMGGBJUDH&marketplace=FLIPKART&store=j9e&srno=b_6_213&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=3c5c7bc4-be03-4785-87f8-f444f0b02d7a.MIXG9YJ6WNESFHMG.SEARCH&ppt=browse&ppn=browse&ssid=4brq3fnh3k0000001755100184071
FANGQBSFFHNCUUAT,Herrricane CS-2023-SB-24 with 24 Months Warranty Ultra High Speed 600 mm Ceiling Fan  (Smoke Brown | Pack of 1),Herrricane,951,65,"2,749",4,"1,934",122,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/herrricane-cs-2023-sb-24-24-months-warranty-ultra-high-speed-600-mm-ceiling-fan/p/itm81d596484ebe2?pid=FANGQBSFFHNCUUAT&lid=LSTFANGQBSFFHNCUUATOCFI7Y&marketplace=FLIPKART&store=j9e&srno=b_6_214&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=3c5c7bc4-be03-4785-87f8-f444f0b02d7a.FANGQBSFFHNCUUAT.SEARCH&ppt=browse&ppn=browse&ssid=4brq3fnh3k0000001755100184071
ROHEFKH52RPGZH36,BAJAJ BLOW HOT BAJAJ Fan Room Heater,BAJAJ,"1,570",50,"3,149",4,"48,694","4,502",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/bajaj-blow-hot-fan-room-heater/p/itm69f3698ca98dc?pid=ROHEFKH52RPGZH36&lid=LSTROHEFKH52RPGZH36Y8XGT6&marketplace=FLIPKART&store=j9e&srno=b_6_216&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=3c5c7bc4-be03-4785-87f8-f444f0b02d7a.ROHEFKH52RPGZH36.SEARCH&ppt=browse&ppn=browse&ssid=4brq3fnh3k0000001755100184071
CHYHYYP5MBYNHGN7,FABER HOOD MERCURY PRO IN HC SC BK FL 60 Auto Clean Straight Glass | Touch & Gesture Control | Autoclean| Powerful Suction |Filterless Technology| Low Noise Wall Mounted Black 1200 CMH Chimney,FABER,"10,990",56,"24,990",4.4,"5,927","1,297",Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/faber-hood-mercury-pro-hc-sc-bk-fl-60-auto-clean-straight-glass-touch-gesture-control-autoclean-powerful-suction-filterless-technology-low-noise-wall-mounted-black-1200-cmh-chimney/p/itm66532e67317e6?pid=CHYHYYP5MBYNHGN7&lid=LSTCHYHYYP5MBYNHGN7A0RRBD&marketplace=FLIPKART&store=j9e&srno=b_6_219&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=3c5c7bc4-be03-4785-87f8-f444f0b02d7a.CHYHYYP5MBYNHGN7.SEARCH&ppt=browse&ppn=browse&ssid=4brq3fnh3k0000001755100184071
REMGDKY5JDVJTKFX,"NeroEdge MI 4A High Quality LCD LED Smart TV Remote Control Compatible for Smart TV mi Netflix Prime Video Hot Keys, MI 4K Smart LED TV Remote XMRM00A Remote Controller  (Black D)",NeroEdge,299,85,"1,999",3.7,"1,679",138,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/neroedge-mi-4a-high-quality-lcd-led-smart-tv-remote-control-compatible-netflix-prime-video-hot-keys-4k-xmrm00a-controller/p/itm2b3ff00eb302d?pid=REMGDKY5JDVJTKFX&lid=LSTREMGDKY5JDVJTKFX6LXARM&marketplace=FLIPKART&store=j9e&srno=b_6_220&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=3c5c7bc4-be03-4785-87f8-f444f0b02d7a.REMGDKY5JDVJTKFX.SEARCH&ppt=browse&ppn=browse&ssid=4brq3fnh3k0000001755100184071
REMG4P8Z4TMYUEVR,"SHIELDGUARD Smart LED/LCD TV Remote Control, Compatible for LED/LCD TV (Without Voice Function) VU Remote Controller  (Black)",SHIELDGUARD,212,78,999,3.9,"1,759",182,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/shieldguard-smart-led-lcd-tv-remote-control-compatible-without-voice-function-vu-controller/p/itm3ba5a4ce87455?pid=REMG4P8Z4TMYUEVR&lid=LSTREMG4P8Z4TMYUEVRJKSBUG&marketplace=FLIPKART&store=j9e&srno=b_6_223&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=3c5c7bc4-be03-4785-87f8-f444f0b02d7a.REMG4P8Z4TMYUEVR.SEARCH&ppt=browse&ppn=browse&ssid=4brq3fnh3k0000001755100184071
EKTGSD8W8MYM8GGF,"Orient Electric EKDH15BP Durahot Cool Touch Electric Kettle  (1.5 L, Black)",Orient,899,60,"2,299",4.1,"16,484","1,275",Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/orient-electric-ekdh15bp-durahot-cool-touch-kettle/p/itmeff1de6404773?pid=EKTGSD8W8MYM8GGF&lid=LSTEKTGSD8W8MYM8GGF87HM6B&marketplace=FLIPKART&store=j9e&srno=b_6_224&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=3c5c7bc4-be03-4785-87f8-f444f0b02d7a.EKTGSD8W8MYM8GGF.SEARCH&ppt=browse&ppn=browse&ssid=4brq3fnh3k0000001755100184071
IRNFEQXPVKGMG7FG,HAVELLS glydo 1000 W Dry Iron  (Charcoal Blue),HAVELLS,649,45,"1,190",4.3,"94,308","6,903",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/havells-glydo-1000-w-dry-iron/p/itm9a0338bd1571c?pid=IRNFEQXPVKGMG7FG&lid=LSTIRNFEQXPVKGMG7FGSQUT3S&marketplace=FLIPKART&store=j9e&srno=b_6_226&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=3c5c7bc4-be03-4785-87f8-f444f0b02d7a.IRNFEQXPVKGMG7FG.SEARCH&ppt=browse&ppn=browse&ssid=4brq3fnh3k0000001755100184071
MIXFVWBF42BJMH2T,USHA Spin Pro 500 W Mixer Grinder  (SN500 MX3_ | 3 Jars | Multicolor),USHA,"2,099",53,"4,490",4.3,"23,425","1,687",Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/usha-spin-pro-500-w-mixer-grinder/p/itma29b453dd5b49?pid=MIXFVWBF42BJMH2T&lid=LSTMIXFVWBF42BJMH2TUS2CAF&marketplace=FLIPKART&store=j9e&srno=b_6_229&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=3c5c7bc4-be03-4785-87f8-f444f0b02d7a.MIXFVWBF42BJMH2T.SEARCH&ppt=browse&ppn=browse&ssid=4brq3fnh3k0000001755100184071
ICTGK8TMXXGSFSXG,"BAJAJ 2000 W Induction Cooktop Touch Panel  (Black, ICX 200FP)",BAJAJ,"3,099",52,"6,590",4.3,"5,271",524,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/bajaj-2000-w-induction-cooktop-touch-panel/p/itmc4a98a49e0cac?pid=ICTGK8TMXXGSFSXG&lid=LSTICTGK8TMXXGSFSXG4R4EUJ&marketplace=FLIPKART&store=j9e&srno=b_6_230&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=3c5c7bc4-be03-4785-87f8-f444f0b02d7a.ICTGK8TMXXGSFSXG.SEARCH&ppt=browse&ppn=browse&ssid=4brq3fnh3k0000001755100184071
EKTH5Z5H7B72RFNA,"Growsmart HydroEdge 1500W Stainless Steel Body Electric Kettle  (2 L, Silver)",Growsmart,554,63,"1,499",4,889,80,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/growsmart-hydroedge-1500w-stainless-steel-body-electric-kettle/p/itmad70e78c911d3?pid=EKTH5Z5H7B72RFNA&lid=LSTEKTH5Z5H7B72RFNARP7CBR&marketplace=FLIPKART&store=j9e&srno=b_6_233&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=3c5c7bc4-be03-4785-87f8-f444f0b02d7a.EKTH5Z5H7B72RFNA.SEARCH&ppt=browse&ppn=browse&ssid=4brq3fnh3k0000001755100184071
